user_id,gender,age,occupation_id,cp,occupation
4489,M,18,4,78613,college/grad student
4490,M,35,5,70123,customer service
4491,M,18,4,52405,college/grad student
4492,M,56,13,45322-3132,retired
4493,F,1,10,10025,K-12 student
4494,M,45,0,33460,other or not specified
4495,M,18,4,22906,college/grad student
4496,M,45,2,06513,artist
4497,M,50,0,29678,other or not specified
4498,M,50,7,76054,executive/managerial
4499,M,25,6,62702,doctor/health care
4500,M,50,7,76054,executive/managerial
4501,M,25,17,94118,technician/engineer
4502,M,50,0,01379,other or not specified
4503,M,56,1,85374,academic/educator
4504,F,25,0,65775,other or not specified
4505,M,50,7,39648,executive/managerial
4506,M,50,16,29464,self-employed
4507,M,18,4,61820,college/grad student
4508,M,25,20,15701,writer
4509,M,25,7,38261,executive/managerial
4510,M,45,7,92503,executive/managerial
4511,M,35,7,62234,executive/managerial
4512,M,25,1,16508,academic/educator
4513,M,56,0,61704,other or not specified
4514,M,18,3,48604,clerical/admin
4515,M,56,13,29449,retired
4516,M,18,4,53142,college/grad student
4517,F,18,1,48067,academic/educator
4518,M,25,0,80903,other or not specified
4519,M,50,7,38135,executive/managerial
4520,M,25,4,45810,college/grad student
4521,M,35,12,15202,programmer
4522,M,45,1,81004,academic/educator
4523,M,18,2,55304,artist
4524,M,25,2,55113,artist
4525,M,25,14,10021,sales/marketing
4526,M,25,20,10012,writer
4527,M,18,0,38111,other or not specified
4528,M,25,14,27605,sales/marketing
4529,M,35,6,84102,doctor/health care
4530,F,35,1,92103,academic/educator
4531,M,18,4,85701,college/grad student
4532,M,25,7,10025,executive/managerial
4533,M,25,12,53045,programmer
4534,M,18,4,72202,college/grad student
4535,M,18,19,17517,unemployed
4536,M,18,12,53715,programmer
4537,F,45,1,01379,academic/educator
4538,M,25,12,0956456,programmer
4539,M,35,19,01054,unemployed
4540,F,25,14,94301,sales/marketing
4541,M,1,10,55427,K-12 student
4542,M,35,0,94610,other or not specified
4543,M,25,2,11105,artist
4544,M,56,1,53705,academic/educator
4545,M,25,16,47274,self-employed
4546,M,25,7,49686,executive/managerial
4547,M,18,12,02115,programmer
4548,M,18,2,27514,artist
4549,F,1,10,99016,K-12 student
4550,M,18,16,24541,self-employed
4551,M,18,12,60622,programmer
4552,M,25,0,22306,other or not specified
4553,F,35,16,48237,self-employed
4554,F,25,9,48306,homemaker
4555,F,18,9,73008,homemaker
4556,M,45,16,55011,self-employed
4557,M,25,14,02134,sales/marketing
4558,M,35,14,48217,sales/marketing
4559,M,25,7,05346,executive/managerial
4560,M,25,0,69301,other or not specified
4561,F,25,9,84037,homemaker
4562,M,35,10,94133,K-12 student
4563,F,25,6,22903,doctor/health care
4564,M,35,12,19107,programmer
4565,M,35,14,94085,sales/marketing
4566,M,35,17,19473,technician/engineer
4567,M,18,4,98105,college/grad student
4568,F,25,4,90034,college/grad student
4569,M,25,0,21532,other or not specified
4570,M,45,17,60185,technician/engineer
4571,M,35,7,21013,executive/managerial
4572,F,1,10,17036,K-12 student
4573,M,50,16,11963,self-employed
4574,M,25,4,60614,college/grad student
4575,F,1,10,03608,K-12 student
4576,F,25,7,48237,executive/managerial
4577,M,35,7,48306,executive/managerial
4578,M,25,0,02134,other or not specified
4579,F,18,4,63332,college/grad student
4580,F,56,13,97113,retired
4581,M,25,1,19103,academic/educator
4582,F,25,0,55408,other or not specified
4583,M,50,1,48371,academic/educator
4584,F,45,0,11372,other or not specified
4585,M,35,7,30324,executive/managerial
4586,M,25,4,01604,college/grad student
4587,M,35,14,07920,sales/marketing
4588,F,25,4,48042,college/grad student
4589,M,25,17,02139,technician/engineer
4590,F,18,20,55104,writer
4591,M,25,15,02143,scientist
4592,M,18,4,66044,college/grad student
4593,F,45,1,43202,academic/educator
4594,M,35,16,55303,self-employed
4595,M,25,18,97034,tradesman/craftsman
4596,F,18,4,94611,college/grad student
4597,F,25,4,22207,college/grad student
4598,F,35,3,48237,clerical/admin
4599,F,35,0,04287,other or not specified
4600,M,25,0,46240,other or not specified
4601,M,35,14,55415,sales/marketing
4602,M,35,7,10021,executive/managerial
4603,F,35,2,33619,artist
4604,M,25,15,10461,scientist
4605,M,25,15,92656,scientist
4606,F,1,10,90291,K-12 student
4607,M,25,0,27403,other or not specified
4608,F,25,0,02144,other or not specified
4609,F,25,4,53951,college/grad student
4610,F,25,4,53951,college/grad student
4611,F,18,4,78705,college/grad student
4612,F,18,4,94702,college/grad student
4613,M,25,12,41042,programmer
4614,F,45,1,10469,academic/educator
4615,M,25,17,61615,technician/engineer
4616,M,25,20,11717,writer
4617,F,25,6,55433,doctor/health care
4618,M,25,14,97202,sales/marketing
4619,F,25,1,97225,academic/educator
4620,F,18,17,94606,technician/engineer
4621,M,25,4,94305,college/grad student
4622,M,25,12,55433,programmer
4623,M,25,16,22207,self-employed
4624,M,25,12,84062,programmer
4625,M,25,7,92691,executive/managerial
4626,M,25,14,97219,sales/marketing
4627,M,56,1,45224,academic/educator
4628,F,56,6,23225,doctor/health care
4629,F,18,4,94309,college/grad student
4630,F,25,4,94610,college/grad student
4631,M,18,4,94111,college/grad student
4632,M,25,0,98040,other or not specified
4633,M,1,0,48302,other or not specified
4634,M,50,20,98119,writer
4635,M,18,4,94703,college/grad student
4636,M,18,2,10010,artist
4637,F,35,9,48302,homemaker
4638,M,25,4,55417,college/grad student
4639,M,35,11,20895,lawyer
4640,M,25,4,55417,college/grad student
4641,M,25,7,20016,executive/managerial
4642,M,25,0,44691,other or not specified
4643,M,25,0,98115,other or not specified
4644,M,50,1,19481,academic/educator
4645,F,50,6,48094,doctor/health care
4646,F,25,6,90405,doctor/health care
4647,M,35,20,80222,writer
4648,M,18,4,73071,college/grad student
4649,M,56,13,10025,retired
4650,M,25,7,30041,executive/managerial
4651,F,45,0,10036,other or not specified
4652,F,25,7,94115,executive/managerial
4653,M,35,12,95051,programmer
4654,M,35,20,94574,writer
4655,F,25,1,92037,academic/educator
4656,M,25,17,94041,technician/engineer
4657,M,45,14,55416,sales/marketing
4658,M,25,4,99163,college/grad student
4659,F,25,14,37076,sales/marketing
4660,F,18,4,06074,college/grad student
4661,M,45,15,85255,scientist
4662,F,18,4,84109,college/grad student
4663,M,25,4,92037,college/grad student
4664,F,45,7,77006,executive/managerial
4665,M,35,2,03431,artist
4666,M,35,1,53704,academic/educator
4667,M,25,14,94117,sales/marketing
4668,M,35,14,74012,sales/marketing
4669,M,35,7,19004,executive/managerial
4670,M,35,5,91343,customer service
4671,M,25,12,94043,programmer
4672,M,56,13,94306,retired
4673,M,35,16,94705,self-employed
4674,F,35,7,08318,executive/managerial
4675,F,18,4,27514,college/grad student
4676,M,45,14,46038,sales/marketing
4677,M,50,6,05055,doctor/health care
4678,M,35,2,90292,artist
4679,M,56,13,76051,retired
4680,M,35,0,04473,other or not specified
4681,F,35,15,06119,scientist
4682,M,25,7,05346,executive/managerial
4683,M,25,0,22101,other or not specified
4684,F,25,0,04473,other or not specified
4685,M,35,1,55454,academic/educator
4686,M,18,1,50201,academic/educator
4687,M,35,14,01746,sales/marketing
4688,M,25,9,44310,homemaker
4689,M,18,12,02215,programmer
4690,F,1,10,79605,K-12 student
4691,F,45,17,55419,technician/engineer
4692,F,25,7,78703,executive/managerial
4693,M,18,1,60626,academic/educator
4694,M,56,7,40505,executive/managerial
4695,M,18,18,56002,tradesman/craftsman
4696,M,18,12,10027,programmer
4697,M,18,10,79605,K-12 student
4698,F,25,6,55417,doctor/health care
4699,F,18,0,91765,other or not specified
4700,F,18,4,48109,college/grad student
4701,M,45,17,18036,technician/engineer
4702,M,25,11,13031,lawyer
4703,M,25,7,02035,executive/managerial
4704,M,18,20,02601,writer
4705,F,18,0,75115,other or not specified
4706,M,25,14,68502,sales/marketing
4707,M,1,0,92804,other or not specified
4708,M,25,0,60647,other or not specified
4709,M,45,0,06804,other or not specified
4710,F,35,16,24450,self-employed
4711,M,25,17,32250,technician/engineer
4712,M,35,17,03824,technician/engineer
4713,M,25,17,90245,technician/engineer
4714,M,50,1,55405,academic/educator
4715,M,25,2,97205,artist
4716,F,25,16,02465,self-employed
4717,M,45,17,48310,technician/engineer
4718,M,35,7,03885,executive/managerial
4719,F,35,9,02816,homemaker
4720,M,25,2,90035,artist
4721,M,35,11,95405,lawyer
4722,M,35,12,55122,programmer
4723,M,35,7,90014-1718,executive/managerial
4724,F,56,6,01852,doctor/health care
4725,M,35,5,96707-1321,customer service
4726,F,35,16,95828,self-employed
4727,F,56,0,98801,other or not specified
4728,M,25,19,31401,unemployed
4729,M,50,16,55347,self-employed
4730,M,50,11,04102,lawyer
4731,M,25,17,98033,technician/engineer
4732,M,25,14,24450,sales/marketing
4733,M,18,18,52301,tradesman/craftsman
4734,M,50,1,93105,academic/educator
4735,M,45,3,50312,clerical/admin
4736,M,18,20,91505,writer
4737,M,35,16,19003,self-employed
4738,M,56,1,23608,academic/educator
4739,M,25,3,32580,clerical/admin
4740,F,25,3,38134,clerical/admin
4741,M,35,7,15203,executive/managerial
4742,M,25,3,94118,clerical/admin
4743,M,56,13,63122,retired
4744,M,50,15,12740,scientist
4745,F,18,4,06268,college/grad student
4746,M,50,1,19087-3622,academic/educator
4747,M,18,4,26201,college/grad student
4748,M,45,16,60302,self-employed
4749,M,45,0,23462,other or not specified
4750,F,25,0,91107,other or not specified
4751,M,50,15,02474,scientist
4752,F,18,4,94121,college/grad student
4753,M,56,1,03825,academic/educator
4754,F,18,0,91107,other or not specified
4755,F,56,7,93060,executive/managerial
4756,M,56,16,55901,self-employed
4757,M,35,17,23451,technician/engineer
4758,F,56,13,03261,retired
4759,F,50,0,04259,other or not specified
4760,M,35,17,06110,technician/engineer
4761,M,18,15,21042,scientist
4762,F,25,14,94110,sales/marketing
4763,M,56,11,04259,lawyer
4764,M,1,10,03608,K-12 student
4765,F,35,16,03301,self-employed
4766,M,35,16,10014,self-employed
4767,F,35,9,03769,homemaker
4768,M,25,4,22030,college/grad student
4769,M,25,1,02571,academic/educator
4770,F,35,7,10012,executive/managerial
4771,F,25,4,04101,college/grad student
4772,M,56,17,03801,technician/engineer
4773,M,45,1,22314,academic/educator
4774,M,45,14,07458,sales/marketing
4775,M,25,17,23462,technician/engineer
4776,F,25,3,46227,clerical/admin
4777,M,25,2,46142,artist
4778,M,25,0,46227,other or not specified
4779,M,45,3,04011,clerical/admin
4780,M,25,12,94114,programmer
4781,F,50,6,04086,doctor/health care
4782,M,45,1,78212,academic/educator
4783,M,25,0,60618,other or not specified
4784,F,35,6,48105,doctor/health care
4785,F,25,14,55104,sales/marketing
4786,M,45,6,22630,doctor/health care
4787,M,1,11,94610,lawyer
4788,M,35,7,85331,executive/managerial
4789,M,35,2,55104,artist
4790,F,25,2,94133,artist
4791,M,18,4,55116,college/grad student
4792,F,50,7,94123,executive/managerial
4793,F,25,6,48108,doctor/health care
4794,F,35,0,46142,other or not specified
4795,M,45,16,10962,self-employed
4796,M,35,7,98103,executive/managerial
4797,F,35,17,84067,technician/engineer
4798,M,25,1,19335,academic/educator
4799,F,18,4,02809,college/grad student
4800,M,18,4,80521,college/grad student
4801,M,25,4,30349,college/grad student
4802,M,56,1,40601,academic/educator
4803,F,25,16,45750,self-employed
4804,F,35,1,44107,academic/educator
4805,M,35,1,45750,academic/educator
4806,M,25,17,90031,technician/engineer
4807,M,1,2,04101,artist
4808,M,35,0,96707-1321,other or not specified
4809,F,50,4,20902,college/grad student
4810,M,18,12,80526,programmer
4811,M,35,1,01773,academic/educator
4812,M,18,14,25301,sales/marketing
4813,F,35,9,46077,homemaker
4814,M,18,14,80526,sales/marketing
4815,F,50,18,04849,tradesman/craftsman
4816,F,45,6,04240,doctor/health care
4817,M,25,1,20912,academic/educator
4818,F,25,17,91007,technician/engineer
4819,M,35,18,17350,tradesman/craftsman
4820,M,50,11,04210,lawyer
4821,M,18,19,75080,unemployed
4822,F,35,0,01545,other or not specified
4823,M,18,4,46219,college/grad student
4824,M,25,7,55411,executive/managerial
4825,M,25,17,94602,technician/engineer
4826,M,45,12,55436,programmer
4827,M,35,0,13045,other or not specified
4828,F,18,20,60194,writer
4829,M,25,0,20008,other or not specified
4830,M,1,10,55317,K-12 student
4831,F,25,1,04210,academic/educator
4832,M,25,14,17857,sales/marketing
4833,M,35,16,81321,self-employed
4834,F,45,9,03862,homemaker
4835,M,25,20,14450,writer
4836,F,45,16,04074,self-employed
4837,M,25,5,46254,customer service
4838,M,45,1,48309,academic/educator
4839,F,50,6,95014,doctor/health care
4840,F,45,6,63135,doctor/health care
4841,M,25,12,94114,programmer
4842,F,35,1,23062,academic/educator
4843,M,56,1,04032,academic/educator
4844,M,45,7,03840,executive/managerial
4845,F,25,1,55413,academic/educator
4846,F,25,2,90066,artist
4847,M,25,12,94131,programmer
4848,F,35,6,54971,doctor/health care
4849,F,18,4,44515,college/grad student
4850,F,45,3,44555,clerical/admin
4851,M,18,17,44406,technician/engineer
4852,M,35,0,42025,other or not specified
4853,M,25,7,55346,executive/managerial
4854,F,50,13,03851,retired
4855,M,25,12,90034,programmer
4856,M,25,7,94110,executive/managerial
4857,M,25,14,23434,sales/marketing
4858,M,25,1,04086,academic/educator
4859,F,18,14,50401,sales/marketing
4860,M,25,2,60640,artist
4861,M,25,4,04309,college/grad student
4862,M,25,0,94086,other or not specified
4863,F,25,9,84037,homemaker
4864,M,18,20,63132,writer
4865,F,35,14,02130,sales/marketing
4866,M,56,12,04085,programmer
4867,M,25,16,04101,self-employed
4868,M,35,17,03820,technician/engineer
4869,F,45,6,04578,doctor/health care
4870,F,35,3,04108,clerical/admin
4871,M,18,12,04096,programmer
4872,M,45,1,03909,academic/educator
4873,M,56,11,13760,lawyer
4874,F,25,4,70808,college/grad student
4875,M,35,0,97403,other or not specified
4876,F,35,17,98201,technician/engineer
4877,M,25,4,94703,college/grad student
4878,M,50,4,94070,college/grad student
4879,M,25,3,60626,clerical/admin
4880,F,45,9,95030,homemaker
4881,M,45,16,55406,self-employed
4882,M,45,11,03301,lawyer
4883,F,1,10,02906,K-12 student
4884,M,35,14,90266,sales/marketing
4885,M,56,1,23513,academic/educator
4886,F,35,17,92509,technician/engineer
4887,M,18,2,19072,artist
4888,F,56,0,08055,other or not specified
4889,M,18,4,63108,college/grad student
4890,F,25,1,79928,academic/educator
4891,M,35,17,94132,technician/engineer
4892,M,25,12,55405,programmer
4893,M,25,17,48092,technician/engineer
4894,M,35,7,14607,executive/managerial
4895,F,25,3,52001,clerical/admin
4896,M,35,6,84103,doctor/health care
4897,M,35,16,16844,self-employed
4898,M,25,1,27713,academic/educator
4899,M,25,12,94402,programmer
4900,M,25,20,33626,writer
4901,M,25,7,11228,executive/managerial
4902,M,35,14,84057,sales/marketing
4903,M,35,12,95952,programmer
4904,M,50,15,63121,scientist
4905,F,45,1,60417,academic/educator
4906,M,50,17,49506,technician/engineer
4907,F,50,7,55082,executive/managerial
4908,M,35,15,85282,scientist
4909,F,35,12,94014,programmer
4910,M,18,12,84041,programmer
4911,F,25,0,55421,other or not specified
4912,F,50,20,98115,writer
4913,F,25,1,970025,academic/educator
4914,F,25,1,02453,academic/educator
4915,M,25,12,91423,programmer
4916,M,18,20,85054,writer
4917,M,45,0,27312,other or not specified
4918,F,18,12,84107,programmer
4919,M,18,0,84058,other or not specified
4920,M,35,1,02144,academic/educator
4921,F,25,15,92507,scientist
4922,M,18,17,98121,technician/engineer
4923,M,45,18,99826,tradesman/craftsman
4924,F,35,0,99801,other or not specified
4925,F,35,6,55401,doctor/health care
4926,M,1,10,55616,K-12 student
4927,M,45,0,97520,other or not specified
4928,F,25,3,92103,clerical/admin
4929,M,45,1,63105,academic/educator
4930,M,50,17,63033,technician/engineer
4931,M,50,17,90031,technician/engineer
4932,M,25,7,63303,executive/managerial
4933,M,25,15,94040,scientist
4934,F,25,0,55108,other or not specified
4935,M,35,17,62958,technician/engineer
4936,F,18,4,63144,college/grad student
4937,M,35,0,02108,other or not specified
4938,F,18,4,55406,college/grad student
4939,M,25,7,63105,executive/managerial
4940,F,50,11,94102,lawyer
4941,M,56,20,44281,writer
4942,M,45,12,40515,programmer
4943,F,50,0,55401,other or not specified
4944,M,50,17,14568,technician/engineer
4945,M,50,0,62234,other or not specified
4946,F,35,1,91106,academic/educator
4947,M,35,17,90035,technician/engineer
4948,M,45,2,94618,artist
4949,M,18,4,55104,college/grad student
4950,M,25,16,55421,self-employed
4951,F,35,17,90291,technician/engineer
4952,F,25,14,48067,sales/marketing
4953,M,35,12,55082,programmer
4954,M,45,0,92679,other or not specified
4955,M,56,13,55804,retired
4956,M,35,15,77007,scientist
4957,M,25,2,48197,artist
4958,M,18,7,55403,executive/managerial
4959,M,25,17,23454,technician/engineer
4960,M,56,1,55116,academic/educator
4961,M,25,7,46220,executive/managerial
4962,M,25,6,55439,doctor/health care
4963,M,45,17,94931,technician/engineer
4964,M,35,0,94110,other or not specified
4965,M,1,10,63123-1507,K-12 student
4966,M,50,14,55407,sales/marketing
4967,M,18,4,94708,college/grad student
4968,F,50,20,95404,writer
4969,M,18,19,94111,unemployed
4970,F,25,12,94526,programmer
4971,M,35,7,94086,executive/managerial
4972,M,35,0,95118,other or not specified
4973,F,56,2,949702,artist
4974,M,35,20,94131,writer
4975,M,35,0,90065,other or not specified
4976,M,25,11,65775,lawyer
4977,M,25,4,92507,college/grad student
4978,M,35,14,68108,sales/marketing
4979,M,35,2,55423,artist
4980,M,25,1,55403,academic/educator
4981,M,50,1,55406,academic/educator
4982,M,25,12,63043,programmer
4983,F,45,16,55116,self-employed
4984,M,35,0,55405,other or not specified
4985,M,35,0,29063,other or not specified
4986,M,18,12,55401,programmer
4987,F,56,8,90210,farmer
4988,M,25,17,55105,technician/engineer
4989,M,25,0,55121,other or not specified
4990,F,25,4,55407,college/grad student
4991,F,56,14,91791,sales/marketing
4992,F,25,2,55106,artist
4993,M,45,17,54022,technician/engineer
4994,M,45,17,56001,technician/engineer
4995,M,50,20,55419,writer
4996,M,35,7,94550,executive/managerial
4997,M,1,10,90210,K-12 student
4998,F,18,4,48433,college/grad student
4999,F,56,13,92407,retired
5000,M,25,4,46254,college/grad student
5001,F,25,2,63119,artist
5002,M,25,17,90505,technician/engineer
5003,M,35,12,49508,programmer
5004,F,56,1,90402,academic/educator
5005,M,45,16,92807,self-employed
5006,M,35,3,48827,clerical/admin
5007,F,18,4,91030,college/grad student
5008,M,25,20,60615,writer
5009,F,45,16,65441,self-employed
5010,M,45,15,63119,scientist
5011,M,18,4,64154,college/grad student
5012,M,50,15,48103,scientist
5013,M,18,4,26241,college/grad student
5014,M,45,0,92626,other or not specified
5015,M,35,6,92672,doctor/health care
5016,F,35,1,89447,academic/educator
5017,M,35,12,91104,programmer
5018,F,56,12,90290,programmer
5019,M,25,7,10025,executive/managerial
5020,F,56,13,90241,retired
5021,M,50,6,90504,doctor/health care
5022,M,35,7,91001,executive/managerial
5023,M,35,20,91505,writer
5024,F,45,1,14618,academic/educator
5025,M,25,20,60615,writer
5026,M,25,17,92584,technician/engineer
5027,F,25,14,05345,sales/marketing
5028,M,25,12,92404,programmer
5029,M,25,4,70115,college/grad student
5030,M,18,1,70006,academic/educator
5031,F,25,4,89431,college/grad student
5032,M,18,17,02139,technician/engineer
5033,F,56,13,60506,retired
5034,F,25,15,62901,scientist
5035,F,25,17,19810,technician/engineer
5036,M,35,7,14850,executive/managerial
5037,M,35,12,11375,programmer
5038,M,25,20,10010,writer
5039,F,35,4,97068,college/grad student
5040,M,45,12,44312,programmer
5041,F,45,6,60031,doctor/health care
5042,F,18,2,55408,artist
5043,F,18,6,92145,doctor/health care
5044,F,35,6,23507,doctor/health care
5045,M,35,0,43081,other or not specified
5046,M,25,16,60614,self-employed
5047,M,45,6,23452,doctor/health care
5048,F,35,7,30350,executive/managerial
5049,M,25,12,60613,programmer
5050,F,18,4,11024,college/grad student
5051,F,50,7,11771,executive/managerial
5052,M,35,16,02536,self-employed
5053,M,25,4,84111,college/grad student
5054,M,35,2,20818,artist
5055,F,35,16,97330,self-employed
5056,M,45,1,16673,academic/educator
5057,M,50,7,84093,executive/managerial
5058,M,56,17,84121,technician/engineer
5059,M,45,16,22652,self-employed
5060,M,45,17,84109-2001,technician/engineer
5061,F,18,19,05070,unemployed
5062,M,50,16,65401,self-employed
5063,F,1,10,22801,K-12 student
5064,M,18,4,43215,college/grad student
5065,M,25,14,28715,sales/marketing
5066,F,25,1,23603,academic/educator
5067,M,56,13,97520,retired
5068,M,35,7,19004,executive/managerial
5069,F,56,0,95062,other or not specified
5070,M,25,2,55344,artist
5071,F,25,7,75093,executive/managerial
5072,M,45,17,97330,technician/engineer
5073,M,56,2,93950,artist
5074,M,1,0,20132,other or not specified
5075,M,50,6,97470,doctor/health care
5076,M,25,3,19147,clerical/admin
5077,M,25,2,20037,artist
5078,M,45,7,19067,executive/managerial
5079,M,25,4,70003,college/grad student
5080,F,50,12,95472,programmer
5081,F,18,4,19102,college/grad student
5082,M,35,1,23185,academic/educator
5083,M,25,4,16803,college/grad student
5084,M,18,4,10013,college/grad student
5085,M,56,17,75225,technician/engineer
5086,M,25,1,23462,academic/educator
5087,F,25,6,19102,doctor/health care
5088,M,25,17,38111,technician/engineer
5089,F,35,16,77027,self-employed
5090,F,35,19,75069,unemployed
5091,M,25,17,19810,technician/engineer
5092,M,56,14,18954,sales/marketing
5093,M,50,7,19047,executive/managerial
5094,M,18,10,67206,K-12 student
5095,F,35,1,23508,academic/educator
5096,M,25,11,75206,lawyer
5097,M,56,16,19131,self-employed
5098,M,50,7,19380,executive/managerial
5099,M,18,0,02780,other or not specified
5100,M,50,6,193122042,doctor/health care
5101,M,25,0,90069,other or not specified
5102,M,25,12,90240,programmer
5103,F,35,16,78222,self-employed
5104,M,35,20,19108,writer
5105,M,50,7,18977,executive/managerial
5106,F,35,1,19348,academic/educator
5107,F,45,0,08081,other or not specified
5108,F,25,9,93940,homemaker
5109,F,45,6,19802,doctor/health care
5110,M,35,15,78250,scientist
5111,M,35,2,78006,artist
5112,M,35,13,89128,retired
5113,M,25,0,55408,other or not specified
5114,F,1,10,22932,K-12 student
5115,M,56,12,02143,programmer
5116,M,35,6,95521,doctor/health care
5117,F,25,0,70118,other or not specified
5118,M,1,10,95123,K-12 student
5119,F,25,0,10011,other or not specified
5120,M,50,7,80302,executive/managerial
5121,M,25,7,91608,executive/managerial
5122,M,25,0,20009,other or not specified
5123,M,50,12,34761,programmer
5124,M,35,2,20818,artist
5125,M,45,0,10016,other or not specified
5126,M,25,11,02453,lawyer
5127,M,45,5,98502,customer service
5128,M,50,7,94709,executive/managerial
5129,M,45,17,40515,technician/engineer
5130,F,50,1,33149,academic/educator
5131,F,25,1,77707,academic/educator
5132,M,35,7,77565,executive/managerial
5133,M,18,11,10028,lawyer
5134,M,25,17,95014,technician/engineer
5135,M,35,7,64055,executive/managerial
5136,M,25,12,91106,programmer
5137,M,18,18,65265,tradesman/craftsman
5138,M,25,17,35205,technician/engineer
5139,M,50,16,12866,self-employed
5140,M,25,6,35205,doctor/health care
5141,M,18,17,55423,technician/engineer
5142,M,25,1,92101,academic/educator
5143,M,18,4,44502,college/grad student
5144,F,50,0,66762,other or not specified
5145,M,35,7,77565-2332,executive/managerial
5146,M,56,1,04240,academic/educator
5147,M,18,0,48314,other or not specified
5148,M,25,20,98101,writer
5149,M,35,1,10012,academic/educator
5150,M,25,3,98034,clerical/admin
5151,M,18,19,30662,unemployed
5152,F,25,4,44406,college/grad student
5153,M,25,7,60046,executive/managerial
5154,M,25,16,20007,self-employed
5155,M,25,16,33301,self-employed
5156,M,18,14,10024,sales/marketing
5157,M,35,1,74012,academic/educator
5158,F,18,4,44509,college/grad student
5159,M,35,7,37027,executive/managerial
5160,F,18,4,90066,college/grad student
5161,M,25,4,30052,college/grad student
5162,M,25,17,94043,technician/engineer
5163,M,45,6,53216,doctor/health care
5164,F,35,17,91107,technician/engineer
5165,M,35,6,91103,doctor/health care
5166,M,50,6,42420,doctor/health care
5167,M,18,15,06114,scientist
5168,M,35,7,01720,executive/managerial
5169,F,50,4,53562,college/grad student
5170,M,18,4,63141,college/grad student
5171,M,56,17,92009,technician/engineer
5172,F,35,11,05602,lawyer
5173,M,1,10,60423,K-12 student
5174,M,45,1,45208,academic/educator
5175,F,35,9,33445,homemaker
5176,M,1,10,60423,K-12 student
5177,M,45,14,30005,sales/marketing
5178,M,50,0,45420,other or not specified
5179,M,25,12,94110,programmer
5180,M,35,11,85044,lawyer
5181,M,25,7,19003,executive/managerial
5182,F,35,7,55441,executive/managerial
5183,F,18,20,45202,writer
5184,M,18,20,67212,writer
5185,F,35,4,44485,college/grad student
5186,M,35,12,96555,programmer
5187,M,18,16,06510,self-employed
5188,F,35,9,44406,homemaker
5189,F,45,7,80304,executive/managerial
5190,F,35,0,85024,other or not specified
5191,F,25,4,55455,college/grad student
5192,M,25,7,80303,executive/managerial
5193,M,35,12,14619,programmer
5194,M,25,7,55409,executive/managerial
5195,M,35,7,80304,executive/managerial
5196,M,56,7,20814,executive/managerial
5197,F,56,3,75001,clerical/admin
5198,F,18,4,55118,college/grad student
5199,F,25,1,35243,academic/educator
5200,F,35,15,43065,scientist
5201,M,50,7,95376,executive/managerial
5202,M,18,4,02871,college/grad student
5203,F,45,6,01545,doctor/health care
5204,M,50,13,56342,retired
5205,M,25,1,02908,academic/educator
5206,M,35,7,91302,executive/managerial
5207,M,25,0,98102,other or not specified
5208,M,25,4,55455,college/grad student
5209,M,50,1,46077,academic/educator
5210,F,35,17,60618,technician/engineer
5211,M,25,1,40214,academic/educator
5212,M,18,2,90025,artist
5213,M,18,0,31211,other or not specified
5214,F,35,9,07452,homemaker
5215,F,56,6,91941,doctor/health care
5216,M,18,2,81291,artist
5217,M,25,17,01060,technician/engineer
5218,M,18,0,89129,other or not specified
5219,M,18,4,94706,college/grad student
5220,M,25,7,91436,executive/managerial
5221,F,56,1,96734,academic/educator
5222,M,25,12,94501,programmer
5223,M,56,10,11361,K-12 student
5224,M,35,1,10016,academic/educator
5225,M,18,4,55120,college/grad student
5226,M,35,0,98122,other or not specified
5227,M,18,10,64050,K-12 student
5228,M,1,0,75070,other or not specified
5229,M,25,0,60173,other or not specified
5230,M,25,12,91104,programmer
5231,M,35,7,92506,executive/managerial
5232,M,25,4,14607,college/grad student
5233,M,25,5,97213,customer service
5234,F,25,0,60657,other or not specified
5235,M,25,4,14607,college/grad student
5236,M,25,14,46268,sales/marketing
5237,M,25,7,55441,executive/managerial
5238,F,50,16,07462,self-employed
5239,M,35,7,07043,executive/managerial
5240,F,25,0,94104,other or not specified
5241,F,25,4,02138,college/grad student
5242,M,25,1,14608,academic/educator
5243,M,1,10,54220,K-12 student
5244,M,18,4,01095,college/grad student
5245,F,45,1,27615,academic/educator
5246,F,18,0,64030,other or not specified
5247,F,1,10,01915,K-12 student
5248,F,45,14,22206,sales/marketing
5249,F,45,14,75006,sales/marketing
5250,M,50,6,01545,doctor/health care
5251,F,25,17,97330,technician/engineer
5252,M,25,20,60622,writer
5253,F,56,13,02838,retired
5254,M,18,4,32606,college/grad student
5255,M,1,10,55305,K-12 student
5256,M,25,16,30269,self-employed
5257,F,25,2,10019,artist
5258,M,35,4,58369,college/grad student
5259,M,25,6,94404,doctor/health care
5260,M,35,7,78705,executive/managerial
5261,M,35,12,10025,programmer
5262,F,25,14,46220,sales/marketing
5263,M,35,7,40601,executive/managerial
5264,M,18,4,15217,college/grad student
5265,M,45,1,97405,academic/educator
5266,M,35,1,42718,academic/educator
5267,M,35,7,20191,executive/managerial
5268,F,25,2,68502,artist
5269,M,18,0,37211,other or not specified
5270,M,25,12,87571,programmer
5271,F,25,0,94110,other or not specified
5272,M,25,7,90210,executive/managerial
5273,M,56,20,91030,writer
5274,M,25,0,60611,other or not specified
